Date,ODC,R2000,Rentabilidad_ODC,Rentabilidad_R2000,Mkt-RF,SMB,HML,RF,Market Premium,ODC Premium
2018-01-01,15.748985290527344,1574.97998046875,-0.0628912373279849,0.0253799816092969,0.0558,-0.0316,-0.0132,0.0011,0.0242799816092969,-0.06399123732798491
2018-02-01,14.602946281433104,1512.449951171875,-0.0727690697497542,-0.0405117411422498,-0.0364,0.0027,-0.011000000000000001,0.0011,-0.041611741142249796,-0.0738690697497542
2018-03-01,16.374361038208008,1529.4300537109375,0.1213052984401623,0.0111643318483088,-0.0235,0.0405,-0.0021,0.0012,0.0099643318483088,0.1201052984401623
2018-04-01,15.791740417480469,1541.8800048828125,-0.0355812736367574,0.0081073021786637,0.0027,0.0109,0.0053,0.0014000000000000002,0.0067073021786637,-0.0369812736367574
2018-05-01,15.852861404418944,1633.6099853515625,0.0038704401999174,0.057789826624131,0.026600000000000002,0.0524,-0.031400000000000004,0.0014000000000000002,0.056389826624131,0.0024704401999174
2018-06-01,17.274505615234375,1643.0699462890625,0.0896774515684057,0.0057741295568803,0.0049,0.0111,-0.0233,0.0014000000000000002,0.0043741295568803,0.0882774515684057
2018-07-01,17.36469268798828,1670.800048828125,0.005220819325467,0.016736172416226,0.032,-0.0223,0.0049,0.0016,0.015136172416225998,0.0036208193254670005
2018-08-01,16.663711547851562,1740.75,-0.0403681857624587,0.0410134719752378,0.0345,0.011399999999999999,-0.0391,0.0016,0.039413471975237806,-0.0419681857624587
2018-09-01,15.900026321411133,1696.5699462890625,-0.0458292394372903,-0.0257075206875739,0.0006,-0.0229,-0.016200000000000003,0.0015,-0.027207520687573903,-0.0473292394372903
2018-10-01,12.753835678100586,1511.4100341796875,-0.1978732977991272,-0.1155655215737511,-0.0765,-0.047,0.0338,0.0019,-0.1174655215737511,-0.19977329779912723
2018-11-01,12.118821144104004,1533.27001953125,-0.0497900827659992,0.0143597097851692,0.0171,-0.0073,0.0036,0.0018,0.012559709785169201,-0.051590082765999204
2018-12-01,11.010638236999512,1348.56005859375,-0.0914431275061469,-0.1283653224253253,-0.0955,-0.0231,-0.0192,0.0019,-0.13026532242532532,-0.0933431275061469
2019-01-01,11.02725887298584,1499.4200439453125,0.0015095070447848,0.1060409960358352,0.0837,0.0276,-0.0039000000000000003,0.0021,0.10394099603583519,-0.0005904929552151999
2019-02-01,12.111701011657717,1575.550048828125,0.0983419498138835,0.0495260526847446,0.0342,0.020499999999999997,-0.026600000000000002,0.0018,0.0477260526847446,0.0965419498138835
2019-03-01,13.0507230758667,1539.739990234375,0.0775301556160574,-0.022990883998883,0.011000000000000001,-0.030299999999999997,-0.0414,0.0019,-0.024890883998883,0.0756301556160574
2019-04-01,13.331517219543455,1591.2099609375,0.0215156004800991,0.0328811438933224,0.0397,-0.0174,0.0213,0.0021,0.030781143893322396,0.019415600480099098
2019-05-01,12.317299842834473,1465.489990234375,-0.0760766655442775,-0.0823050576819444,-0.0692,-0.0126,-0.0245,0.0021,-0.08440505768194441,-0.0781766655442775
2019-06-01,14.363269805908203,1566.5699462890625,0.1661053955964191,0.066698830858783,0.0699,0.0011,-0.0064,0.0018,0.06489883085878301,0.1643053955964191
2019-07-01,14.949783325195312,1574.6099853515625,0.0408342617811059,0.0051191315335243,0.0123,-0.0196,0.005,0.0019,0.0032191315335243003,0.0389342617811059
2019-08-01,12.979259490966797,1494.8399658203125,-0.1318095246843834,-0.0519884584256702,-0.0255,-0.0239,-0.04769999999999999,0.0016,-0.0535884584256702,-0.13340952468438338
2019-09-01,14.486713409423828,1523.3699951171875,0.1161432914956495,0.0189058279261869,0.0141,-0.0097,0.0676,0.0018,0.017105827926186902,0.11434329149564951
2019-10-01,14.890779495239258,1562.449951171875,0.0278921846795545,0.025330088100471,0.0207,0.0027,-0.0192,0.0015,0.023830088100471,0.0263921846795545
2019-11-01,15.43519687652588,1624.5,0.0365607039887116,0.0389450052616099,0.0387,0.0072,-0.02,0.0012,0.0377450052616099,0.0353607039887116
2019-12-01,15.532835006713867,1668.469970703125,0.0063256809076712,0.0267069451397453,0.0277,0.0076,0.0173,0.0014000000000000002,0.025306945139745303,0.0049256809076711995
2020-01-01,15.168617248535156,1614.06005859375,-0.0234482474075905,-0.0331542410866909,-0.0011,-0.031,-0.0622,0.0013,-0.0344542410866909,-0.0247482474075905
2020-02-01,13.039012908935549,1476.4300537109375,-0.1403954167150777,-0.0891257321373237,-0.0815,0.0108,-0.0382,0.0012,-0.0903257321373237,-0.1415954167150777
2020-03-01,14.429564476013184,1153.0999755859375,0.1066454628727839,-0.2471731014203611,-0.13369999999999999,-0.046900000000000004,-0.1383,0.0012,-0.24837310142036112,0.10544546287278389
2020-04-01,16.134016036987305,1310.6600341796875,0.1181221764390392,0.1280769065897224,0.136,0.025,-0.0134,0.0,0.1280769065897224,0.1181221764390392
2020-05-01,15.2882661819458,1394.0400390625,-0.0524202934410513,0.0616751811402117,0.0557,0.024,-0.05,0.0001,0.061575181140211696,-0.0525202934410513
2020-06-01,15.085607528686523,1441.3699951171875,-0.0132558297224443,0.0333880124532906,0.0245,0.026699999999999998,-0.0217,0.0001,0.0332880124532906,-0.0133558297224443
2020-07-01,15.116039276123049,1480.4300537109375,0.0020172702609857,0.0267385755928547,0.0583,-0.0235,-0.0144,0.0001,0.0266385755928547,0.0019172702609856998
2020-08-01,15.224725723266602,1561.8800048828125,0.0071901405624972,0.0535576046102412,0.0762,-0.002,-0.0302,0.0001,0.0534576046102412,0.0070901405624972
2020-09-01,15.658631324768066,1507.68994140625,0.0285000603221616,-0.0353115877104516,-0.0364,0.0006,-0.027200000000000002,0.0001,-0.0354115877104516,0.0284000603221616
2020-10-01,14.953838348388672,1538.47998046875,-0.0450098710265045,0.0202162640270378,-0.0208,0.0434,0.0425,0.0001,0.0201162640270378,-0.0451098710265045
2020-11-01,15.072033882141112,1819.8199462890625,0.0079040264444998,0.1679426622590485,0.1245,0.0581,0.0209,0.0001,0.1678426622590485,0.007804026444499799
2020-12-01,15.031120300292969,1974.8599853515625,-0.0027145362177445,0.0817599367627999,0.0463,0.0501,-0.0168,0.0001,0.0816599367627999,-0.0028145362177445
2021-01-01,15.291342735290527,2073.639892578125,0.0173122448492735,0.0488079629625473,-0.0007000000000000001,0.07139999999999999,0.0322,0.0,0.0488079629625473,0.0173122448492735
2021-02-01,14.81059455871582,2201.050048828125,-0.0314392388488683,0.0596290761074647,0.0281,0.0202,0.07200000000000001,0.0,0.0596290761074647,-0.0314392388488683
2021-03-01,15.29978847503662,2220.52001953125,0.0330299985177109,0.0088068700685118,0.0316,-0.0233,0.0735,0.0,0.0088068700685118,0.0330299985177109
2021-04-01,15.51746940612793,2266.449951171875,0.0142277085363944,0.0204732976802641,0.0495,-0.0319,-0.0102,0.0,0.0204732976802641,0.0142277085363944
2021-05-01,16.237144470214844,2268.969970703125,0.0463783781524782,0.0011112619488339,0.003,-0.002,0.0704,0.0,0.0011112619488339,0.0463783781524782
2021-06-01,15.29705047607422,2310.550048828125,-0.0578977415557961,0.0181596414495439,0.0274,0.017,-0.0786,0.0,0.0181596414495439,-0.0578977415557961
2021-07-01,15.919140815734863,2226.25,0.0406673391470886,-0.0371670569425747,0.0134,-0.0393,-0.0179,0.0,-0.0371670569425747,0.0406673391470886
2021-08-01,15.968369483947754,2273.77001953125,0.0030924199228283,0.0211206998213659,0.0294,-0.0032,-0.0023,0.0,0.0211206998213659,0.0030924199228283
2021-09-01,15.783947944641112,2204.3701171875,-0.0115491778601459,-0.0309974484926618,-0.044000000000000004,0.0066,0.0512,0.0,-0.0309974484926618,-0.0115491778601459
2021-10-01,15.702771186828612,2297.18994140625,-0.0051429945218528,0.0412448044158406,0.0663,-0.0226,-0.0053,0.0,0.0412448044158406,-0.0051429945218528
2021-11-01,15.017300605773926,2198.909912109375,-0.0436528414570325,-0.0437248682957106,-0.0158,-0.0131,-0.0037,0.0,-0.0437248682957106,-0.0436528414570325
2021-12-01,14.871224403381348,2245.31005859375,-0.0097271944024622,0.0208818793194226,0.0323,-0.0163,0.0325,0.0001,0.0207818793194226,-0.0098271944024622
2022-01-01,15.457354545593262,2028.449951171875,0.0394137110915118,-0.1015716918562933,-0.0616,-0.0593,0.1286,0.0,-0.1015716918562933,0.0394137110915118
2022-02-01,14.030657768249512,2048.090087890625,-0.0922988971454036,0.0096357639039541,-0.022799999999999997,0.0216,0.030600000000000002,0.0,0.0096357639039541,-0.0922988971454036
2022-03-01,13.12641716003418,2070.1298828125,-0.064447485153659,0.0107036561912689,0.0308,-0.0155,-0.019,0.0,0.0107036561912689,-0.064447485153659
2022-04-01,11.431208610534668,1864.0999755859373,-0.1291448023350111,-0.1048330008328284,-0.0941,-0.013500000000000002,0.061799999999999994,0.0,-0.1048330008328284,-0.1291448023350111
2022-05-01,10.890573501586914,1864.0400390625,-0.0472946586286178,-3.215357964410743e-05,-0.0034000000000000002,-0.0184,0.08439999999999999,0.0003,-0.0003321535796441074,-0.0475946586286178
2022-06-01,14.196310997009276,1707.989990234375,0.3035411766828138,-0.0874289613857588,-0.084,0.0207,-0.06,0.0006,-0.0880289613857588,0.3029411766828138
2022-07-01,13.960091590881348,1885.22998046875,-0.0166394922017201,0.098732584180926,0.09570000000000001,0.028399999999999998,-0.0415,0.0008,0.097932584180926,-0.0174394922017201
2022-08-01,12.778997421264648,1844.1199951171875,-0.0846050444531598,-0.022047622720424,-0.0377,0.0141,0.0018,0.0019,-0.023947622720424,-0.0865050444531598
2022-09-01,11.32383918762207,1664.719970703125,-0.1138710796843224,-0.1023452727674846,-0.0934,-0.0076,0.0003,0.0019,-0.1042452727674846,-0.1157710796843224
2022-10-01,13.817889213562012,1846.8599853515625,0.2202477432447249,0.1038299682966892,0.0785,0.0001,0.0797,0.0023,0.1015299682966892,0.2179477432447249
2022-11-01,15.301220893859863,1886.5799560546875,0.1073486447439444,0.0212787509820787,0.04650000000000001,-0.035699999999999996,0.0148,0.0029,0.0183787509820787,0.1044486447439444
2022-12-01,15.832077980041504,1761.25,0.03469377312203,-0.0687418585717219,-0.0638,-0.0076,0.0134,0.0033,-0.07204185857172189,0.031393773122030004
2023-01-01,17.130178451538086,1931.93994140625,0.0819917936946126,0.0925008648477374,0.0661,0.0501,-0.0394,0.0034999999999999996,0.0890008648477374,0.0784917936946126
2023-02-01,17.668298721313477,1896.989990234375,0.0314135822517991,-0.0182562347687518,-0.025699999999999997,0.0105,-0.008,0.0034000000000000002,-0.0216562347687518,0.028013582251799098
2023-03-01,19.78682327270508,1802.47998046875,0.1199054071253618,-0.0511049307305104,0.0248,-0.0548,-0.09050000000000001,0.0036,-0.0547049307305104,0.11630540712536179
2023-04-01,20.152976989746094,1768.989990234375,0.018504926839171,-0.0187547268492592,0.0062,-0.0337,-0.0012,0.0034999999999999996,-0.0222547268492592,0.015004926839171002
2023-05-01,18.055892944335938,1749.6500244140625,-0.104058276178113,-0.0109929748435296,0.0034000000000000002,0.016,-0.0779,0.0036,-0.014592974843529598,-0.10765827617811301
2023-06-01,28.248096466064453,1888.72998046875,0.5644807240023966,0.0764888533074676,0.0646,0.0149,-0.0013,0.004,0.0724888533074676,0.5604807240023966
2023-07-01,30.058198928833008,2003.1800537109373,0.0640787411974148,0.0588313094671717,0.0321,0.020499999999999997,0.0406,0.0045000000000000005,0.0543313094671717,0.0595787411974148
2023-08-01,32.275333404541016,1899.6800537109373,0.0737613880644474,-0.0530504654520575,-0.0236,-0.031400000000000004,-0.0115,0.0045000000000000005,-0.0575504654520575,0.0692613880644474
2023-09-01,29.7043571472168,1785.0999755859375,-0.0796576204217457,-0.0622110568142313,-0.052300000000000006,-0.025099999999999997,0.0149,0.0043,-0.0665110568142313,-0.0839576204217457
2023-10-01,27.55409812927246,1662.280029296875,-0.0723886737318537,-0.0712842508059689,-0.0315,-0.038599999999999995,0.002,0.004699999999999999,-0.07598425080596889,-0.0770886737318537
2023-11-01,27.303953170776367,1809.02001953125,-0.0090783213924301,0.084595101391765,0.0888,-0.001,0.0167,0.0044,0.080195101391765,-0.0134783213924301
2023-12-01,32.42926406860352,2027.0699462890625,0.1877131441652488,0.1138061011899491,0.048499999999999995,0.063,0.0489,0.0043,0.1095061011899491,0.18341314416524881
2024-01-01,31.40436553955078,1947.3399658203125,-0.0316041254246344,-0.0401270529458351,0.0073,-0.0507,-0.023799999999999998,0.004699999999999999,-0.0448270529458351,-0.036304125424634404
2024-02-01,34.46455764770508,2054.840087890625,0.0974447996505543,0.0537337075840497,0.0507,-0.0024,-0.034300000000000004,0.0042,0.0495337075840497,0.09324479965055431
2024-03-01,36.20233917236328,2124.550048828125,0.0504222785164316,0.0333620094192451,0.028399999999999998,-0.025,0.0416,0.0043,0.029062009419245104,0.0461222785164316
2024-04-01,33.62408447265625,1973.9100341796875,-0.0712179035567751,-0.0735436736455233,-0.04650000000000001,-0.023700000000000002,-0.0045000000000000005,0.004699999999999999,-0.0782436736455233,-0.0759179035567751
2024-05-01,40.57225036621094,2070.1298828125,0.2066425302733541,0.0475949860464497,0.0433,0.0055000000000000005,-0.0131,0.0044,0.043194986046449696,0.20224253027335412
2024-06-01,31.23118782043457,2047.68994140625,-0.2302327936326578,-0.0108990507108895,0.027999999999999997,-0.03,-0.0336,0.0040999999999999995,-0.0149990507108895,-0.2343327936326578
2024-07-01,31.723365783691406,2254.47998046875,0.0157591816900029,0.0962070391117199,0.012199999999999999,0.0681,0.0562,0.0045000000000000005,0.0917070391117199,0.011259181690002899
2024-08-01,33.229129791259766,2217.6298828125,0.0474654555205631,-0.0164803338128581,0.016,-0.0349,-0.011000000000000001,0.0048,-0.0212803338128581,0.042665455520563104
2024-09-01,33.782711029052734,2229.969970703125,0.01665951655281,0.0055491141120559,0.0172,-0.0013,-0.0276,0.004,0.0015491141120559,0.012659516552809998
2024-10-01,33.22447204589844,2196.64990234375,-0.01652439860952,-0.0150546912217416,-0.01,-0.009899999999999999,0.0086,0.0039000000000000003,-0.0189546912217416,-0.02042439860952
2024-11-01,33.84636688232422,2434.72998046875,0.0187179749784032,0.1029024313005606,0.0649,0.0446,0.0015,0.004,0.0989024313005606,0.0147179749784032
2024-12-01,43.09608459472656,2230.159912109375,0.2732853941033439,-0.087762567040654,-0.0317,-0.0271,-0.03,0.0037,-0.09146256704065399,0.2695853941033439
2025-01-01,41.32581329345703,2287.68994140625,-0.0410773117306844,0.025469256847788,0.027999999999999997,-0.0197,0.0163,0.0037,0.021769256847788,-0.0447773117306844
2025-02-01,43.381290435791016,2163.070068359375,0.0497383349176439,-0.0560140087051453,-0.024399999999999998,-0.0579,0.049100000000000005,0.0033,-0.0593140087051453,0.0464383349176439
2025-03-01,45.32503509521485,2011.9100341796875,0.0448060590152517,-0.0724440038944142,-0.0639,-0.0276,0.028999999999999998,0.0034000000000000002,-0.0758440038944142,0.0414060590152517
2025-04-01,41.54466247558594,1964.1199951171875,-0.0834058398782798,-0.024040231239256,-0.0084,-0.0059,-0.034,0.0034999999999999996,-0.027540231239256,-0.08690583987827981
2025-05-01,49.51996994018555,2066.2900390625,0.1919694851122297,0.0507104422359693,0.060599999999999994,0.006999999999999999,-0.0288,0.0038,0.0469104422359693,0.1881694851122297
2025-06-01,58.42477416992188,2175.0400390625,0.1798224885938402,0.0512923255235203,0.048600000000000004,0.0083,-0.0161,0.0034000000000000002,0.0478923255235203,0.1764224885938402
2025-07-01,55.85958480834961,2211.64990234375,-0.043905849838832,0.0166917260016818,0.019799999999999998,0.0027,-0.0127,0.0034000000000000002,0.0132917260016818,-0.047305849838832
2025-08-01,58.81103515625,2366.419921875,0.0528369546251841,0.0676394324439452,0.0184,0.0387,0.044199999999999996,0.0038,0.0638394324439452,0.0490369546251841
2025-09-01,60.647254943847656,2436.47998046875,0.0312223680933205,0.0291761351745627,0.0339,-0.018500000000000003,-0.0105,0.0033,0.0258761351745627,0.0279223680933205
2025-10-01,55.03360366821289,2479.3798828125,-0.0925623308232558,0.0174541149010741,0.0196,-0.0055000000000000005,-0.031,0.0037,0.0137541149010741,-0.09626233082325579
2025-11-01,54.07978439331055,2500.429931640625,-0.0173315794592107,0.0084542080879629,-0.0013,0.0038,0.037599999999999995,0.003,0.0054542080879629,-0.0203315794592107
2025-12-01,48.78089904785156,2481.909912109375,-0.0979827380028245,-0.0074343001121061,-0.0036,-0.0106,0.0242,0.0034000000000000002,-0.0108343001121061,-0.1013827380028245
