Date,ODC,R2000,Rentabilidad_ODC,Rentabilidad_R2000
2023-11-01,27.303953170776367,1809.02001953125,-0.009078321392430144,0.08459510139176504
2023-12-01,32.429264068603516,2027.0699462890625,0.18771314416524887,0.11380610118994916
2024-01-01,31.40436553955078,1947.3399658203125,-0.03160412542463442,-0.040127052945835184
2024-02-01,34.46455764770508,2054.840087890625,0.0974447996505543,0.053733707584049765
2024-03-01,36.20233917236328,2124.550048828125,0.05042227851643166,0.03336200941924518
2024-04-01,33.62408447265625,1973.9100341796875,-0.07121790355677515,-0.07354367364552336
2024-05-01,40.57225036621094,2070.1298828125,0.2066425302733541,0.047594986046449725
2024-06-01,31.23118782043457,2047.68994140625,-0.2302327936326578,-0.010899050710889556
2024-07-01,31.723365783691406,2254.47998046875,0.0157591816900029,0.09620703911171996
2024-08-01,33.229129791259766,2217.6298828125,0.04746545552056314,-0.016480333812858135
2024-09-01,33.782711029052734,2229.969970703125,0.01665951655281006,0.005549114112055952
2024-10-01,33.22447204589844,2196.64990234375,-0.01652439860952004,-0.015054691221741653
2024-11-01,33.84636688232422,2434.72998046875,0.018717974978403218,0.10290243130056065
2024-12-01,43.09608459472656,2230.159912109375,0.27328539410334396,-0.087762567040654
2025-01-01,41.32581329345703,2287.68994140625,-0.04107731173068441,0.025469256847788037
2025-02-01,43.381290435791016,2163.070068359375,0.0497383349176439,-0.05601400870514536
2025-03-01,45.325035095214844,2011.9100341796875,0.0448060590152517,-0.07244400389441422
2025-04-01,41.54466247558594,1964.1199951171875,-0.08340583987827987,-0.02404023123925606
2025-05-01,49.51996994018555,2066.2900390625,0.19196948511222978,0.05071044223596933
2025-06-01,58.424774169921875,2175.0400390625,0.1798224885938402,0.05129232552352034
2025-07-01,55.85958480834961,2211.64990234375,-0.043905849838832056,0.01669172600168183
2025-08-01,58.81103515625,2366.419921875,0.05283695462518412,0.06763943244394521
2025-09-01,60.647254943847656,2436.47998046875,0.031222368093320574,0.029176135174562707
2025-10-01,55.03360366821289,2479.3798828125,-0.09256233082325582,0.017454114901074184
2025-11-01,54.07978439331055,2500.429931640625,-0.01733157945921071,0.008454208087962985
2025-12-01,48.78089904785156,2481.909912109375,-0.09798273800282453,-0.007434300112106183
